species,latin,recording,duration_s,fs,n_channels,distance_mm,stim_start_s,stim_stop_s,n_markers,near_channel,far_channel,peak_delay_s,onset_delay_s,xcorr_delay_s,xcorr_corr,cv_peak_mm_s,cv_xcorr_mm_s,cm_baseline_r,event_zero_lag_r,r0_over_rpk,delay_resolved,near_peak_amp,far_peak_amp,attenuation_far_near,near_fwhm_s,far_fwhm_s,broadening_far_near,near_rise_s,far_rise_s,rise_ratio_far_near,near_snr,far_snr,valid,flags,distance_mm_d,sheet_delay_s,cv_manual,tau_2tap,cv_2tap
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-08_16.06.58,32.74,5000.0,2,15.9,,,0,0,1,1.463,1.049,0.007,0.832,10.865,,0.962,0.832,1.0,False,-3230.0,2665.9,0.825,0.601,1.261,2.097,0.336,0.75,2.233,298.7,271.4,True,delay_unresolved;common_mode_high;polarity_mismatch,15.9,0.211,75.35545023696683,1.7399999999997924,9.137931034483849
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-08_17.02.56,34.04,5000.0,2,15.23,,,0,1,0,2.034,1.92,1.963,0.965,7.489,7.76,0.978,-0.019,0.02,True,8976.6,11827.5,1.318,1.001,1.118,1.118,0.55,0.663,1.206,1527.1,1954.8,True,common_mode_high,15.23,0.316,48.19620253164557,1.959999999999788,7.770408163266148
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-08_17.19.08,25.1,5000.0,2,15.5,,,0,0,1,0.165,0.051,0.087,0.986,,,0.971,0.973,0.987,False,1700.0,3165.1,1.862,0.973,1.091,1.121,0.364,0.478,1.314,172.6,474.3,False,delay_unresolved;common_mode_high;near_synchronous,15.5,0.241,64.31535269709543,,
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-10_12.31.11,58.86,42661.0,2,15.64,,,0,0,1,2.384,2.052,0.094,0.597,6.56,,0.91,0.586,0.981,False,192.0,374.9,1.952,0.732,1.367,1.868,0.473,0.805,1.701,272.8,1926.4,True,delay_unresolved;common_mode_high,15.64,0.341,45.86510263929618,2.597266824500186,6.021714770491374
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-10_12.56.35,28.93,42661.0,2,14.21,,,0,0,1,13.07,13.042,0.12,0.465,1.087,,0.969,0.454,0.977,False,1121.7,-2546.8,2.27,0.898,1.634,1.819,0.612,0.64,1.045,4029.7,13049.0,True,delay_unresolved;common_mode_high;polarity_mismatch,14.21,0.216,65.78703703703704,-0.1020369892875967,139.2632230646119
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-11_11.28.52,29.96,42661.0,2,18.02,,,0,1,0,1.711,1.857,1.756,0.949,10.53,10.263,0.928,0.071,0.075,True,824.5,811.8,0.985,0.86,0.678,0.789,0.54,0.395,0.73,2822.6,6299.9,True,common_mode_high,18.02,0.335,53.7910447761194,1.7574834157662096,10.253297321809336
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-11_11.50.12,26.95,42661.0,2,12.42,,,0,0,1,0.877,1.621,0.865,0.939,14.16,14.36,-0.417,0.24,0.256,True,829.8,1138.8,1.372,1.025,0.795,0.775,1.256,0.512,0.407,3293.9,1836.3,True,,12.42,0.859,14.458672875436553,0.7777361055765688,15.969427047227706
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-11_12.37.51,18.56,42661.0,2,13.13,,,0,0,1,0.949,0.92,0.942,0.928,13.83,13.944,0.993,0.506,0.545,True,1045.9,1075.5,1.028,0.711,0.736,1.034,0.385,0.415,1.076,2366.1,2720.2,True,common_mode_high,13.13,0.942,13.938428874734608,0.9776845362275176,13.429689755208026
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-07-11_13.14.26,56.77,42661.0,2,14.6,,,0,1,0,1.837,1.51,1.715,0.59,7.949,8.512,0.848,0.138,0.235,True,672.2,681.3,1.014,0.757,1.016,1.343,0.383,0.709,1.853,2307.2,1694.7,True,common_mode_high,14.6,1.887,7.737148913619501,1.737488572701114,8.402932962777832
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-03_21.26.23,30.96,5000.0,2,6.24,7.7,14.6168,2,0,1,0.328,0.215,0.148,0.816,19.001,,0.828,0.79,0.969,False,3193.7,2573.7,0.806,1.224,1.019,0.832,0.616,0.73,1.184,83.5,76.9,True,delay_unresolved;common_mode_high,6.24,0.391,15.959079283887467,-5.720000000000049,1.0909090909090815
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-03_21.30.34,31.71,5000.0,2,10.08,8.2612,19.1276,2,0,1,0.681,0.542,0.606,0.741,14.793,16.628,-0.096,0.694,0.936,True,4089.1,1264.7,0.309,1.303,1.33,1.021,0.696,0.835,1.201,7.6,4.9,True,,10.08,0.694,14.52449567723343,1.0799999999998064,9.333333333335004
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-06_19.19.43,38.07,5000.0,2,10.6,7.8002,17.2956,2,1,0,1.196,1.21,1.257,0.679,8.86,8.43,0.634,0.22,0.324,True,2478.4,2299.9,0.928,1.898,1.945,1.025,0.851,0.837,0.984,134.9,6.8,True,common_mode_high,10.6,1.078,9.833024118738404,1.2799999999998022,8.281250000001279
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-06_20.01.08,21.89,5000.0,2,10.8,5.5392,,1,0,1,0.838,0.168,0.784,0.554,12.888,13.776,0.963,0.393,0.711,True,5978.9,1490.2,0.249,0.621,0.982,1.582,0.286,0.955,3.345,50.8,37.0,True,common_mode_high,10.8,0.867,12.456747404844291,-4.380000000000077,2.465753424657491
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-12_20.26.05,41.29,5000.0,2,8.04,7.2066,16.255,2,0,1,4.982,3.736,4.842,0.733,1.614,1.661,0.824,0.211,0.287,True,3945.6,1734.0,0.439,0.983,2.347,2.387,0.436,1.682,3.859,76.7,95.0,True,common_mode_high,8.04,5.023,1.6006370694803902,4.839999999999726,1.6611570247934822
Tomato,Solanum lycopersicum,BYB_Recording_2024-02-19_18.44.04,42.89,5000.0,2,9.19,0.4528,8.135,2,1,0,1.767,1.785,1.473,0.706,5.202,6.237,0.996,0.338,0.479,True,1652.6,2001.8,1.211,4.301,4.368,1.016,2.719,2.7,0.993,61.1,59.9,True,common_mode_high,9.19,1.89,4.862433862433862,1.1199999999998056,8.205357142858567
Tomato,Solanum lycopersicum,BYB_Recording_2024-06-26_23.32.41,17.86,5000.0,2,,3.3554,14.2668,2,0,1,2.23,1.566,2.316,0.877,,,-0.019,-0.155,0.177,True,9683.4,2207.0,0.228,0.915,1.441,1.575,0.769,1.433,1.864,405.2,57.5,True,,,,,2.31999999999978,
Tomato,Solanum lycopersicum,BYB_Recording_2024-06-26_23.54.25,19.49,5000.0,2,,2.6448,9.4334,2,0,1,2.329,0.872,0.053,0.589,,,0.543,0.588,0.999,False,2095.9,2395.8,1.143,0.918,2.814,3.066,0.643,2.1,3.267,62.0,41.2,True,delay_unresolved,,,,1.2799999999998022,
Tomato,Solanum lycopersicum,BYB_Recording_2024-06-27_00.22.45,21.92,5000.0,2,,5.0902,11.7944,2,0,1,1.463,0.969,1.239,0.754,,,0.975,0.507,0.672,True,1475.4,4175.9,2.83,0.892,2.434,2.729,1.111,1.604,1.445,11.9,29.2,True,common_mode_high,,,,1.4599999999997983,
Tomato,Solanum lycopersicum,BYB_Recording_2024-06-27_00.38.23,22.66,5000.0,2,,4.3728,10.9472,2,0,1,7.999,5.676,7.566,0.295,,,0.923,-0.117,0.397,True,4435.4,4475.7,1.009,1.01,3.592,3.557,0.556,2.88,5.175,49.6,35.9,False,common_mode_high;low_waveform_similarity,,,,,
Tomato,Solanum lycopersicum,BYB_Recording_2024-07-05_16.48.00,28.58,5000.0,2,10.4,4.556,15.4686,2,0,1,3.684,2.348,3.394,0.685,2.823,3.064,0.428,0.022,0.032,True,6971.3,3093.0,0.444,2.515,5.959,2.37,1.535,2.871,1.87,52.9,19.3,True,,10.4,,,3.639999999999752,2.857142857143052
Tomato,Solanum lycopersicum,BYB_Recording_2024-07-05_16.51.56,34.53,5000.0,2,10.5,4.6464,17.3816,2,0,1,1.15,0.741,0.986,0.92,9.132,10.651,0.938,0.654,0.711,True,4048.9,3539.4,0.874,1.765,2.318,1.313,0.815,1.224,1.501,13.1,15.0,True,common_mode_high,10.5,,,1.2199999999998037,8.606557377050567
Tomato,Solanum lycopersicum,BYB_Recording_2024-07-09_15.12.30,30.39,42661.0,2,,9.6666,,1,0,1,0.867,0.528,0.542,0.978,,,-0.293,0.913,0.934,True,82.4,97.0,1.177,2.754,2.379,0.864,1.442,1.781,1.235,306.1,48.6,True,,,,,0.7377464194463812,
Tomato,Solanum lycopersicum,BYB_Recording_2024-07-10_11.32.51,28.21,42661.0,2,,7.2601,,1,0,1,3.022,2.633,2.924,0.842,,,0.952,0.391,0.465,True,95.8,129.4,1.352,2.332,3.247,1.392,1.97,2.358,1.197,46.4,27.7,True,common_mode_high,,,,3.03715337193227,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-01-28_16.49.19,39.72,5000.0,2,13.36,4.643,7.289,2,0,1,0.507,0.236,0.406,0.641,26.372,32.874,-0.728,0.366,0.572,True,2578.6,495.7,0.192,0.602,0.683,1.135,0.316,0.587,1.858,228.2,10.7,True,,13.36,0.504,26.507936507936506,0.4999999999998188,26.72000000000968
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-16_22.38.00,20.88,5000.0,2,12.41,,,0,0,1,0.219,0.257,0.538,0.874,56.615,23.084,0.859,0.276,0.316,True,1808.1,-13255.7,7.331,0.534,1.388,2.601,0.392,0.354,0.903,13.6,290.0,True,xcorr_peak_leader_disagree;common_mode_high;polarity_mismatch,12.41,0.404,30.717821782178216,-0.4200000000001616,29.54761904760768
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-21_00.22.52,18.76,5000.0,2,9.36,,,0,0,1,0.115,0.072,0.593,0.829,,15.779,-0.71,0.07,0.085,True,3793.7,-8978.0,2.367,0.439,1.291,2.941,0.304,0.347,1.142,76.3,1484.0,False,xcorr_peak_leader_disagree;polarity_mismatch;near_synchronous,9.36,0.076,123.1578947368421,,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-22_23.31.14,15.71,5000.0,2,14.25,,,0,1,0,0.491,0.417,0.452,0.877,29.022,31.499,0.13,0.419,0.477,True,13634.7,1620.2,0.119,0.398,0.423,1.062,0.27,0.343,1.273,794.2,45.6,True,,14.25,0.518,27.509652509652508,0.4399999999998201,32.38636363637688
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-22_23.36.51,12.87,5000.0,2,9.68,,,0,1,0,0.268,0.238,0.303,0.914,36.173,31.947,0.975,0.518,0.567,True,9325.8,4971.1,0.533,0.25,0.339,1.357,0.205,0.234,1.143,317.2,17.1,True,common_mode_high,9.68,0.186,52.04301075268817,0.2999999999998231,32.266666666685694
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-23_22.13.46,20.38,5000.0,2,13.12,,,0,1,0,0.561,0.35,0.301,0.948,23.395,43.588,0.379,0.648,0.684,True,-10033.6,-4782.3,0.477,1.455,1.306,0.898,0.222,0.433,1.952,986.8,74.8,True,,13.12,0.2018,65.01486620416253,0.2999999999998231,43.73333333335912
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-25_20.35.34,16.5,5000.0,2,17.8,,,0,1,0,1.665,1.32,0.381,0.949,10.693,46.719,0.787,0.695,0.732,True,6751.6,-1429.5,0.212,0.589,2.371,4.025,0.384,0.729,1.896,369.7,18.1,True,common_mode_high;polarity_mismatch,17.8,0.43,41.395348837209305,0.4599999999998196,38.69565217392822
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-27_22.48.45,21.82,5000.0,2,8.64,,,0,1,0,0.335,0.248,0.379,0.938,25.76,22.809,-0.392,0.31,0.331,True,5871.0,5512.2,0.939,0.371,0.512,1.381,0.268,0.355,1.325,265.6,208.6,True,,8.64,0.342,25.263157894736842,0.3799999999998213,22.736842105273848
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-29_00.04.58,16.27,5000.0,2,12.42,,,0,0,1,0.246,0.282,0.259,0.729,50.57,47.991,0.254,0.183,0.252,True,1747.5,-3651.9,2.09,0.35,0.478,1.364,0.262,0.226,0.862,32.5,129.1,True,xcorr_peak_leader_disagree;polarity_mismatch,12.42,0.283,43.88692579505301,0.019999999999829,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-29_00.16.30,19.43,5000.0,2,11.06,,,0,1,0,0.441,0.326,0.449,0.934,25.102,24.654,-0.621,0.359,0.384,True,5537.3,3216.0,0.581,0.436,0.557,1.278,0.313,0.428,1.366,664.4,45.4,True,,11.06,0.218,50.73394495412844,0.3999999999998209,27.65000000001238
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-05-30_01.09.15,18.05,5000.0,2,,,,0,1,0,0.251,0.161,0.22,0.926,,,0.674,0.765,0.826,True,7930.3,2008.6,0.253,0.462,0.569,1.232,0.299,0.39,1.302,532.9,36.5,True,common_mode_high,,,,0.1999999999998252,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-06-01_21.44.30,19.6,5000.0,2,,,,0,1,0,0.282,0.235,0.292,0.853,,,0.39,0.566,0.663,True,2678.0,2060.7,0.769,0.366,0.425,1.162,0.262,0.309,1.178,69.3,23.4,True,,,,,0.3199999999998226,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-06-02_21.01.38,24.14,5000.0,2,9.86,,,0,1,0,0.161,0.085,0.14,0.914,,,0.544,0.823,0.9,False,2689.2,4689.4,1.744,0.423,0.485,1.147,0.269,0.345,1.282,699.9,13.8,False,delay_unresolved;near_synchronous,9.86,0.267,36.92883895131086,,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2024-07-03_11.24.59,29.02,42661.0,2,6.5,,,0,1,0,3.911,4.314,0.795,0.435,1.662,8.181,-0.946,-0.496,1.14,False,-84.5,477.6,5.654,0.547,0.435,0.796,0.673,0.269,0.4,54.1,832.2,True,delay_unresolved;polarity_mismatch,6.5,0.286,22.72727272727273,-0.082042146222502,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2025-01-10_17.18.20_Venus_11 mm_2record,35.77,42661.0,2,11.0,,,0,1,0,2.53,2.64,2.321,0.409,4.347,4.739,0.577,-0.259,0.633,True,-102.4,442.4,4.322,0.555,0.394,0.709,0.347,0.238,0.685,117.6,959.1,True,xcorr_peak_leader_disagree;polarity_mismatch,11.0,0.277,39.71119133574007,-0.0220576170272179,
Venus Flytrap,Dionaea muscipula,BYB_Recording_2025-01-10_17.49.47_Venus_7.5_2mm_record,39.16,42661.0,2,7.5,,,0,0,1,0.259,0.136,0.323,0.804,28.971,23.231,-0.511,0.538,0.67,True,-353.2,-106.9,0.303,0.59,0.636,1.078,0.262,0.385,1.468,389.7,510.6,True,,7.5,0.443,16.93002257336343,0.3778392442746749,19.84971152056344
Venus Flytrap,Dionaea muscipula,BYB_Recording_2025-01-14_17.17.22-13 mm,28.67,42661.0,2,13.0,,,0,0,1,8.356,8.235,0.145,0.944,1.556,,0.976,0.883,0.935,False,225.8,389.6,1.726,0.501,0.558,1.114,0.292,0.413,1.413,33.8,288.0,True,delay_unresolved;common_mode_high,13.0,0.322,40.37267080745342,-0.1620215184828808,80.23625578705818
Venus Flytrap,Dionaea muscipula,BYB_Recording_2025-01-14_17.31.14 -11 mm,29.76,42661.0,2,11.0,,,0,1,0,6.888,6.566,0.485,0.964,1.597,22.685,0.83,0.564,0.585,True,1526.0,250.2,0.164,0.652,0.994,1.524,0.331,0.653,1.973,513.6,39.2,True,common_mode_high,11.0,0.659,16.69195751138088,0.5577928318605281,19.72058329130781
